clean_path,noisy_path,text
Dataset/clean/000065.tif,Dataset/noisy/000065.tif,तनुभाव
Dataset/clean/000066.tif,Dataset/noisy/000066.tif,जा
Dataset/clean/000067.tif,Dataset/noisy/000067.tif,साध
Dataset/clean/000068.tif,Dataset/noisy/000068.tif,तू
Dataset/clean/000069.tif,Dataset/noisy/000069.tif,दशम
Dataset/clean/000070.tif,Dataset/noisy/000070.tif,बोधपूर्व
Dataset/clean/000071.tif,Dataset/noisy/000071.tif,तोन्नत
Dataset/clean/000072.tif,Dataset/noisy/000072.tif,साधनाय
Dataset/clean/000073.tif,Dataset/noisy/000073.tif,न
Dataset/clean/000074.tif,Dataset/noisy/000074.tif,उशेष
Dataset/clean/000075.tif,Dataset/noisy/000075.tif,याभा
Dataset/clean/000076.tif,Dataset/noisy/000076.tif,की
Dataset/clean/000077.tif,Dataset/noisy/000077.tif,।
Dataset/clean/000078.tif,Dataset/noisy/000078.tif,मिति
Dataset/clean/000079.tif,Dataset/noisy/000079.tif,॥
Dataset/clean/000080.tif,Dataset/noisy/000080.tif,तत्र
Dataset/clean/000081.tif,Dataset/noisy/000081.tif,रात्रेः
Dataset/clean/000082.tif,Dataset/noisy/000082.tif,शेषं
Dataset/clean/000083.tif,Dataset/noisy/000083.tif,दिनद
Dataset/clean/000084.tif,Dataset/noisy/000084.tif,ले
Dataset/clean/000085.tif,Dataset/noisy/000085.tif,पूर्वपश्चिपन
Dataset/clean/000086.tif,Dataset/noisy/000086.tif,नयुतं
Dataset/clean/000087.tif,Dataset/noisy/000087.tif,पूर्वपश्चिप
Dataset/clean/000088.tif,Dataset/noisy/000088.tif,तू
Dataset/clean/000089.tif,Dataset/noisy/000089.tif,स
Dataset/clean/000090.tif,Dataset/noisy/000090.tif,अर्द्ध
Dataset/clean/000091.tif,Dataset/noisy/000091.tif,युक्तं
Dataset/clean/000092.tif,Dataset/noisy/000092.tif,दिनस्यदलं
Dataset/clean/000093.tif,Dataset/noisy/000093.tif,लेन
Dataset/clean/000094.tif,Dataset/noisy/000094.tif,गनंदिनद
Dataset/clean/000095.tif,Dataset/noisy/000095.tif,वका
Dataset/clean/000096.tif,Dataset/noisy/000096.tif,स:तिकालि
Dataset/clean/000097.tif,Dataset/noisy/000097.tif,ख्यंते
Dataset/clean/000098.tif,Dataset/noisy/000098.tif,मं
Dataset/clean/000099.tif,Dataset/noisy/000099.tif,चं
Dataset/clean/000100.tif,Dataset/noisy/000100.tif,श्रु
Dataset/clean/000101.tif,Dataset/noisy/000101.tif,केश
Dataset/clean/000102.tif,Dataset/noisy/000102.tif,.
Dataset/clean/000103.tif,Dataset/noisy/000103.tif,॥४
Dataset/clean/000104.tif,Dataset/noisy/000104.tif,॥४
Dataset/clean/000105.tif,Dataset/noisy/000105.tif,अथर
Dataset/clean/000106.tif,Dataset/noisy/000106.tif,व्यादयः
Dataset/clean/000107.tif,Dataset/noisy/000107.tif,स्पष्टाः
Dataset/clean/000108.tif,Dataset/noisy/000108.tif,र
Dataset/clean/000109.tif,Dataset/noisy/000109.tif,बु
Dataset/clean/000110.tif,Dataset/noisy/000110.tif,श
Dataset/clean/000111.tif,Dataset/noisy/000111.tif,१५
Dataset/clean/000112.tif,Dataset/noisy/000112.tif,अथजन्मलग्नकुड़लायं
Dataset/clean/000113.tif,Dataset/noisy/000113.tif,२
Dataset/clean/000114.tif,Dataset/noisy/000114.tif,गु
Dataset/clean/000115.tif,Dataset/noisy/000115.tif,र श श्रु
Dataset/clean/000116.tif,Dataset/noisy/000116.tif,च
Dataset/clean/000117.tif,Dataset/noisy/000117.tif,रा
Dataset/clean/000118.tif,Dataset/noisy/000118.tif,वाउग्रामस्योदया
Dataset/clean/000119.tif,Dataset/noisy/000119.tif,मेपा
Dataset/clean/000120.tif,Dataset/noisy/000120.tif,म
Dataset/clean/000121.tif,Dataset/noisy/000121.tif,पाहादशक्रमातूइ
Dataset/clean/000122.tif,Dataset/noisy/000122.tif,तुक
Dataset/clean/000123.tif,Dataset/noisy/000123.tif,वृश्चिक
Dataset/clean/000124.tif,Dataset/noisy/000124.tif,पल
Dataset/clean/000125.tif,Dataset/noisy/000125.tif,२३५
Dataset/clean/000126.tif,Dataset/noisy/000126.tif,3
Dataset/clean/000127.tif,Dataset/noisy/000127.tif,33७
Dataset/clean/000128.tif,Dataset/noisy/000128.tif,3
Dataset/clean/000129.tif,Dataset/noisy/000129.tif,लं१६
Dataset/clean/000130.tif,Dataset/noisy/000130.tif,दिनप्र
Dataset/clean/000131.tif,Dataset/noisy/000131.tif,माणंघ
Dataset/clean/000132.tif,Dataset/noisy/000132.tif,120रा
Dataset/clean/000133.tif,Dataset/noisy/000133.tif,१
Dataset/clean/000134.tif,Dataset/noisy/000134.tif,313४१२०
Dataset/clean/000135.tif,Dataset/noisy/000135.tif,।४।
Dataset/clean/000136.tif,Dataset/noisy/000136.tif,दिवाइ
Dataset/clean/000137.tif,Dataset/noisy/000137.tif,सृघय्यादि
Dataset/clean/000138.tif,Dataset/noisy/000138.tif,५
Dataset/clean/000139.tif,Dataset/noisy/000139.tif,४४1११
Dataset/clean/000140.tif,Dataset/noisy/000140.tif,स्प् प्टा
Dataset/clean/000141.tif,Dataset/noisy/000141.tif,र्कस्ता
Dataset/clean/000142.tif,Dataset/noisy/000142.tif,न्घाइ
Dataset/clean/000143.tif,Dataset/noisy/000143.tif,स्सायनोऽस्याेदय
Dataset/clean/000144.tif,Dataset/noisy/000144.tif,43५
Dataset/clean/000145.tif,Dataset/noisy/000145.tif,त्कालिकः
Dataset/clean/000146.tif,Dataset/noisy/000146.tif,नार्क:
Dataset/clean/000147.tif,Dataset/noisy/000147.tif,लग्नं
Dataset/clean/000148.tif,Dataset/noisy/000148.tif,2।७।2।५५
Dataset/clean/000149.tif,Dataset/noisy/000149.tif,तलग्नंरा
Dataset/clean/000150.tif,Dataset/noisy/000150.tif,शिषड्क
Dataset/clean/000151.tif,Dataset/noisy/000151.tif,८।०
Dataset/clean/000152.tif,Dataset/noisy/000152.tif,सर्बकाल
Dataset/clean/000153.tif,Dataset/noisy/000153.tif,अथभावार्धिनंफलं
Dataset/clean/000154.tif,Dataset/noisy/000154.tif,७।
Dataset/clean/000155.tif,Dataset/noisy/000155.tif,यस्मा
Dataset/clean/000156.tif,Dataset/noisy/000156.tif,द्वक्ष्यते
Dataset/clean/000157.tif,Dataset/noisy/000157.tif,वा
Dataset/clean/000158.tif,Dataset/noisy/000158.tif,कयोपपोदितमुख्य
Dataset/clean/000159.tif,Dataset/noisy/000159.tif,नंश
Dataset/clean/000160.tif,Dataset/noisy/000160.tif,र्यभाव
Dataset/clean/000161.tif,Dataset/noisy/000161.tif,क
Dataset/clean/000162.tif,Dataset/noisy/000162.tif,यमुत्का
Dataset/clean/000163.tif,Dataset/noisy/000163.tif,वद्व
Dataset/clean/000164.tif,Dataset/noisy/000164.tif,श्राव
Dataset/clean/000165.tif,Dataset/noisy/000165.tif,द्वादशश्रावघटक
Dataset/clean/000166.tif,Dataset/noisy/000166.tif,श्राव
Dataset/clean/000167.tif,Dataset/noisy/000167.tif,दलवि
Dataset/clean/000168.tif,Dataset/noisy/000168.tif,डिते
Dataset/clean/000169.tif,Dataset/noisy/000169.tif,नाहा
Dataset/clean/000170.tif,Dataset/noisy/000170.tif,रात्रेशेष
Dataset/clean/000171.tif,Dataset/noisy/000171.tif,इतं
Dataset/clean/000172.tif,Dataset/noisy/000172.tif,सतू
Dataset/clean/000173.tif,Dataset/noisy/000173.tif,इंतं
Dataset/clean/000174.tif,Dataset/noisy/000174.tif,शेषं
Dataset/clean/000175.tif,Dataset/noisy/000175.tif,रात्रेः
Dataset/clean/000176.tif,Dataset/noisy/000176.tif,न्वयः
Dataset/clean/000177.tif,Dataset/noisy/000177.tif,तेंभवती
Dataset/clean/000178.tif,Dataset/noisy/000178.tif,७३।३०।४
Dataset/clean/000179.tif,Dataset/noisy/000179.tif,।49।४६
Dataset/clean/000180.tif,Dataset/noisy/000180.tif,१
Dataset/clean/000181.tif,Dataset/noisy/000181.tif,३
Dataset/clean/000182.tif,Dataset/noisy/000182.tif,४
Dataset/clean/000183.tif,Dataset/noisy/000183.tif,५
Dataset/clean/000184.tif,Dataset/noisy/000184.tif,६
Dataset/clean/000185.tif,Dataset/noisy/000185.tif,७
Dataset/clean/000186.tif,Dataset/noisy/000186.tif,८
Dataset/clean/000187.tif,Dataset/noisy/000187.tif,९
Dataset/clean/000188.tif,Dataset/noisy/000188.tif,१०
Dataset/clean/000189.tif,Dataset/noisy/000189.tif,१२
Dataset/clean/000190.tif,Dataset/noisy/000190.tif,२
Dataset/clean/000191.tif,Dataset/noisy/000191.tif,१
Dataset/clean/000192.tif,Dataset/noisy/000192.tif,७
Dataset/clean/000193.tif,Dataset/noisy/000193.tif,३५
Dataset/clean/000194.tif,Dataset/noisy/000194.tif,५७
Dataset/clean/000195.tif,Dataset/noisy/000195.tif,५
Dataset/clean/000196.tif,Dataset/noisy/000196.tif,५
Dataset/clean/000197.tif,Dataset/noisy/000197.tif,१२
Dataset/clean/000198.tif,Dataset/noisy/000198.tif,२३
Dataset/clean/000199.tif,Dataset/noisy/000199.tif,३१
Dataset/clean/000200.tif,Dataset/noisy/000200.tif,८४१
Dataset/clean/000201.tif,Dataset/noisy/000201.tif,४५
Dataset/clean/000202.tif,Dataset/noisy/000202.tif,६
Dataset/clean/000203.tif,Dataset/noisy/000203.tif,१४
Dataset/clean/000204.tif,Dataset/noisy/000204.tif,३७
Dataset/clean/000205.tif,Dataset/noisy/000205.tif,२३
Dataset/clean/000206.tif,Dataset/noisy/000206.tif,१०
Dataset/clean/000207.tif,Dataset/noisy/000207.tif,३८
Dataset/clean/000208.tif,Dataset/noisy/000208.tif,१
Dataset/clean/000209.tif,Dataset/noisy/000209.tif,२३
Dataset/clean/000210.tif,Dataset/noisy/000210.tif,८
Dataset/clean/000211.tif,Dataset/noisy/000211.tif,१४
Dataset/clean/000212.tif,Dataset/noisy/000212.tif,१०५
Dataset/clean/000213.tif,Dataset/noisy/000213.tif,५६
Dataset/clean/000214.tif,Dataset/noisy/000214.tif,४
Dataset/clean/000215.tif,Dataset/noisy/000215.tif,१८
Dataset/clean/000216.tif,Dataset/noisy/000216.tif,२४
Dataset/clean/000217.tif,Dataset/noisy/000217.tif,५
Dataset/clean/000218.tif,Dataset/noisy/000218.tif,७
Dataset/clean/000219.tif,Dataset/noisy/000219.tif,१६
Dataset/clean/000220.tif,Dataset/noisy/000220.tif,२
Dataset/clean/000221.tif,Dataset/noisy/000221.tif,२
Dataset/clean/000222.tif,Dataset/noisy/000222.tif,२६
Dataset/clean/000223.tif,Dataset/noisy/000223.tif,५
Dataset/clean/000224.tif,Dataset/noisy/000224.tif,४०
Dataset/clean/000225.tif,Dataset/noisy/000225.tif,३२
Dataset/clean/000226.tif,Dataset/noisy/000226.tif,४६
Dataset/clean/000227.tif,Dataset/noisy/000227.tif,४२
Dataset/clean/000228.tif,Dataset/noisy/000228.tif,७१
Dataset/clean/000229.tif,Dataset/noisy/000229.tif,८
Dataset/clean/000230.tif,Dataset/noisy/000230.tif,८
Dataset/clean/000231.tif,Dataset/noisy/000231.tif,७
Dataset/clean/000232.tif,Dataset/noisy/000232.tif,गु
Dataset/clean/000233.tif,Dataset/noisy/000233.tif,रा
Dataset/clean/000234.tif,Dataset/noisy/000234.tif,१
Dataset/clean/000235.tif,Dataset/noisy/000235.tif,के
Dataset/clean/000236.tif,Dataset/noisy/000236.tif,बु
Dataset/clean/000237.tif,Dataset/noisy/000237.tif,१०
Dataset/clean/000238.tif,Dataset/noisy/000238.tif,१०
Dataset/clean/000239.tif,Dataset/noisy/000239.tif,२६
Dataset/clean/000240.tif,Dataset/noisy/000240.tif,२६
Dataset/clean/000241.tif,Dataset/noisy/000241.tif,५६
Dataset/clean/000242.tif,Dataset/noisy/000242.tif,५६
Dataset/clean/000243.tif,Dataset/noisy/000243.tif,३
Dataset/clean/000244.tif,Dataset/noisy/000244.tif,३
Dataset/clean/000245.tif,Dataset/noisy/000245.tif,११
Dataset/clean/000246.tif,Dataset/noisy/000246.tif,११
Dataset/clean/000247.tif,Dataset/noisy/000247.tif,२३५
Dataset/clean/000248.tif,Dataset/noisy/000248.tif,२६५
Dataset/clean/000249.tif,Dataset/noisy/000249.tif,३०७
Dataset/clean/000250.tif,Dataset/noisy/000250.tif,३३७
Dataset/clean/000251.tif,Dataset/noisy/000251.tif,३२१
Dataset/clean/000252.tif,Dataset/noisy/000252.tif,३२१
Dataset/clean/000253.tif,Dataset/noisy/000253.tif,०८
Dataset/clean/000254.tif,Dataset/noisy/000254.tif,६
Dataset/clean/000255.tif,Dataset/noisy/000255.tif,२
Dataset/clean/000256.tif,Dataset/noisy/000256.tif,५
Dataset/clean/000257.tif,Dataset/noisy/000257.tif,2।
Dataset/clean/000258.tif,Dataset/noisy/000258.tif,तेनयुत
Dataset/clean/000259.tif,Dataset/noisy/000259.tif,33
Dataset/clean/000260.tif,Dataset/noisy/000260.tif,थ्य
Dataset/clean/000261.tif,Dataset/noisy/000261.tif,प्राणायाल
Dataset/clean/000262.tif,Dataset/noisy/000262.tif,प्रपंचः
Dataset/clean/000263.tif,Dataset/noisy/000263.tif,रवि
Dataset/clean/000264.tif,Dataset/noisy/000264.tif,का
Dataset/clean/000265.tif,Dataset/noisy/000265.tif,तदमियाय
Dataset/clean/000266.tif,Dataset/noisy/000266.tif,मेव
Dataset/clean/000267.tif,Dataset/noisy/000267.tif,रूप
Dataset/clean/000268.tif,Dataset/noisy/000268.tif,कार
Dataset/clean/000269.tif,Dataset/noisy/000269.tif,ॐ
Dataset/clean/000270.tif,Dataset/noisy/000270.tif,विषय
Dataset/clean/000271.tif,Dataset/noisy/000271.tif,विकल्प
Dataset/clean/000272.tif,Dataset/noisy/000272.tif,कारशब्दाभिधेश्व
Dataset/clean/000273.tif,Dataset/noisy/000273.tif,सर्वः
Dataset/clean/000274.tif,Dataset/noisy/000274.tif,नामधेयं
Dataset/clean/000275.tif,Dataset/noisy/000275.tif,प्राणादिआत्म
Dataset/clean/000276.tif,Dataset/noisy/000276.tif,वो
Dataset/clean/000277.tif,Dataset/noisy/000277.tif,वा
Dataset/clean/000278.tif,Dataset/noisy/000278.tif,तदश्येदं
Dataset/clean/000279.tif,Dataset/noisy/000279.tif,त्या
Dataset/clean/000280.tif,Dataset/noisy/000280.tif,नं
Dataset/clean/000281.tif,Dataset/noisy/000281.tif,मां
Dataset/clean/000282.tif,Dataset/noisy/000282.tif,--------------
Dataset/clean/000283.tif,Dataset/noisy/000283.tif,२
Dataset/clean/000284.tif,Dataset/noisy/000284.tif,त्केन
Dataset/clean/000285.tif,Dataset/noisy/000285.tif,कवि
Dataset/clean/000286.tif,Dataset/noisy/000286.tif,हिद्वैत
Dataset/clean/000287.tif,Dataset/noisy/000287.tif,निवभवति
Dataset/clean/000288.tif,Dataset/noisy/000288.tif,त्तत्रान्योन्य
Dataset/clean/000289.tif,Dataset/noisy/000289.tif,जानीयातूय
Dataset/clean/000290.tif,Dataset/noisy/000290.tif,त्के
Dataset/clean/000291.tif,Dataset/noisy/000291.tif,वाभज
Dataset/clean/000292.tif,Dataset/noisy/000292.tif,लै
Dataset/clean/000293.tif,Dataset/noisy/000293.tif,स्पसिसि
Dataset/clean/000294.tif,Dataset/noisy/000294.tif,तत्रताव
Dataset/clean/000295.tif,Dataset/noisy/000295.tif,स्भ
Dataset/clean/000296.tif,Dataset/noisy/000296.tif,रज्वा
Dataset/clean/000297.tif,Dataset/noisy/000297.tif,प्रतिपत्तिः
Dataset/clean/000298.tif,Dataset/noisy/000298.tif,द्वेत
Dataset/clean/000299.tif,Dataset/noisy/000299.tif,त्मतत्त्व
Dataset/clean/000300.tif,Dataset/noisy/000300.tif,मिस
Dataset/clean/000301.tif,Dataset/noisy/000301.tif,सर्पादिविकल्योपशमे
Dataset/clean/000302.tif,Dataset/noisy/000302.tif,रज्जुतत्वप्रतिपत्तिः
Dataset/clean/000303.tif,Dataset/noisy/000303.tif,वैत
Dataset/clean/000304.tif,Dataset/noisy/000304.tif,स्य
Dataset/clean/000305.tif,Dataset/noisy/000305.tif,द्वैत
Dataset/clean/000306.tif,Dataset/noisy/000306.tif,प्रसंगप्राप्तौ
Dataset/clean/000307.tif,Dataset/noisy/000307.tif,स्या।पिवैतथ्य
Dataset/clean/000308.tif,Dataset/noisy/000308.tif,प्रकरणं
Dataset/clean/000309.tif,Dataset/noisy/000309.tif,द्वियं
Dataset/clean/000310.tif,Dataset/noisy/000310.tif,क्तितस्तथात्व
Dataset/clean/000311.tif,Dataset/noisy/000311.tif,मिवादांत
Dataset/clean/000312.tif,Dataset/noisy/000312.tif,राण्यवैदिका
Dataset/clean/000313.tif,Dataset/noisy/000313.tif,प्रकरणं
Dataset/clean/000314.tif,Dataset/noisy/000314.tif,।
Dataset/clean/000315.tif,Dataset/noisy/000315.tif,त्व
Dataset/clean/000316.tif,Dataset/noisy/000316.tif,स्यत
Dataset/clean/000317.tif,Dataset/noisy/000317.tif,विरोपिलाद
Dataset/clean/000318.tif,Dataset/noisy/000318.tif,र्थत्वे
Dataset/clean/000319.tif,Dataset/noisy/000319.tif,नतदुपपत्तिभिरेव
Dataset/clean/000320.tif,Dataset/noisy/000320.tif,।
Dataset/clean/000321.tif,Dataset/noisy/000321.tif,लंव
Dataset/clean/000322.tif,Dataset/noisy/000322.tif,प्रतिपद्यतइन्युच्यते
Dataset/clean/000323.tif,Dataset/noisy/000323.tif,आह्मतत्वप्रतिपत्युपायत्वं
Dataset/clean/000324.tif,Dataset/noisy/000324.tif,ॐ
Dataset/clean/000325.tif,Dataset/noisy/000325.tif,ॐ
Dataset/clean/000326.tif,Dataset/noisy/000326.tif,सर्द
Dataset/clean/000327.tif,Dataset/noisy/000327.tif,कारए
Dataset/clean/000328.tif,Dataset/noisy/000328.tif,द्दय
Dataset/clean/000329.tif,Dataset/noisy/000329.tif,सर
Dataset/clean/000330.tif,Dataset/noisy/000330.tif,रया
Dataset/clean/000331.tif,Dataset/noisy/000331.tif,दिरिवसर्पादिविकल्प
Dataset/clean/000332.tif,Dataset/noisy/000332.tif,सन्माणादिविकल्पस्या
Dataset/clean/000333.tif,Dataset/noisy/000333.tif,:
Dataset/clean/000334.tif,Dataset/noisy/000334.tif,एवस
Dataset/clean/000335.tif,Dataset/noisy/000335.tif,चात्मरच
Dataset/clean/000336.tif,Dataset/noisy/000336.tif,क
Dataset/clean/000337.tif,Dataset/noisy/000337.tif,तादों
Dataset/clean/000338.tif,Dataset/noisy/000338.tif,वा
Dataset/clean/000339.tif,Dataset/noisy/000339.tif,चारंभणंविकारो
Dataset/clean/000340.tif,Dataset/noisy/000340.tif,नामभिर्दामूभिः
Dataset/clean/000341.tif,Dataset/noisy/000341.tif,संर्वसि
Dataset/clean/000342.tif,Dataset/noisy/000342.tif,त्रत्वस्य
Dataset/clean/000343.tif,Dataset/noisy/000343.tif,सश्यद्वि
Dataset/clean/000344.tif,Dataset/noisy/000344.tif,विकल्पोभिधानव्यतिरेकेणनास्ति
Dataset/clean/000345.tif,Dataset/noisy/000345.tif,०
Dataset/clean/000346.tif,Dataset/noisy/000346.tif,भा
Dataset/clean/000347.tif,Dataset/noisy/000347.tif,०
Dataset/clean/000348.tif,Dataset/noisy/000348.tif,दन्योन्य
Dataset/clean/000349.tif,Dataset/noisy/000349.tif,ती
Dataset/clean/000350.tif,Dataset/noisy/000350.tif,य
Dataset/clean/000351.tif,Dataset/noisy/000351.tif,।
Dataset/clean/000352.tif,Dataset/noisy/000352.tif,वा
Dataset/clean/000353.tif,Dataset/noisy/000353.tif,यत्र
Dataset/clean/000354.tif,Dataset/noisy/000354.tif,अन्य
Dataset/clean/000355.tif,Dataset/noisy/000355.tif,दिवरचा
Dataset/clean/000356.tif,Dataset/noisy/000356.tif,जानीयादित्यादिश्रुतिभ्योस्योर्थ
Dataset/clean/000357.tif,Dataset/noisy/000357.tif,पश्ये
Dataset/clean/000358.tif,Dataset/noisy/000358.tif,कं
Dataset/clean/000359.tif,Dataset/noisy/000359.tif,न
Dataset/clean/000360.tif,Dataset/noisy/000360.tif,मा
Dataset/clean/000361.tif,Dataset/noisy/000361.tif,सर्व
Dataset/clean/000362.tif,Dataset/noisy/000362.tif,।
Dataset/clean/000363.tif,Dataset/noisy/000363.tif,दो
Dataset/clean/000364.tif,Dataset/noisy/000364.tif,र
Dataset/clean/000365.tif,Dataset/noisy/000365.tif,निर्णयाय
Dataset/clean/000366.tif,Dataset/noisy/000366.tif,प्रथमं
Dataset/clean/000367.tif,Dataset/noisy/000367.tif,प्रकरण
Dataset/clean/000368.tif,Dataset/noisy/000368.tif,माग
Dataset/clean/000369.tif,Dataset/noisy/000369.tif,म
Dataset/clean/000370.tif,Dataset/noisy/000370.tif,प्रधानमा
Dataset/clean/000371.tif,Dataset/noisy/000371.tif,।
Dataset/clean/000372.tif,Dataset/noisy/000372.tif,","
Dataset/clean/000373.tif,Dataset/noisy/000373.tif,प्रपंचस्येापशमे
Dataset/clean/000374.tif,Dataset/noisy/000374.tif,द्वैत
Dataset/clean/000375.tif,Dataset/noisy/000375.tif,यस्य
Dataset/clean/000376.tif,Dataset/noisy/000376.tif,प्रतिपत्युपायभूतं
Dataset/clean/000377.tif,Dataset/noisy/000377.tif,तस्य
Dataset/clean/000378.tif,Dataset/noisy/000378.tif,हेतु
Dataset/clean/000379.tif,Dataset/noisy/000379.tif,तो
Dataset/clean/000380.tif,Dataset/noisy/000380.tif,यु
Dataset/clean/000381.tif,Dataset/noisy/000381.tif,द्वैत
Dataset/clean/000382.tif,Dataset/noisy/000382.tif,।
Dataset/clean/000383.tif,Dataset/noisy/000383.tif,तथा
Dataset/clean/000384.tif,Dataset/noisy/000384.tif,प्रतिपादनाय
Dataset/clean/000385.tif,Dataset/noisy/000385.tif,पक्षभूतानिया
Dataset/clean/000386.tif,Dataset/noisy/000386.tif,दर्शनाय
Dataset/clean/000387.tif,Dataset/noisy/000387.tif,तृतीयं
Dataset/clean/000388.tif,Dataset/noisy/000388.tif,अद्वैत
Dataset/clean/000389.tif,Dataset/noisy/000389.tif,नितेषामन्योन्य
Dataset/clean/000390.tif,Dataset/noisy/000390.tif,था
Dataset/clean/000391.tif,Dataset/noisy/000391.tif,प्रतिपत्तिप्रति
Dataset/clean/000392.tif,Dataset/noisy/000392.tif,तथा
Dataset/clean/000393.tif,Dataset/noisy/000393.tif,निशक
Dataset/clean/000394.tif,Dataset/noisy/000394.tif,रणाय
Dataset/clean/000395.tif,Dataset/noisy/000395.tif,चतुर्थप्रकरणं
Dataset/clean/000396.tif,Dataset/noisy/000396.tif,कथंपुनरों
Dataset/clean/000397.tif,Dataset/noisy/000397.tif,कारनि
Dataset/clean/000398.tif,Dataset/noisy/000398.tif,मित्येतदेतदा
Dataset/clean/000399.tif,Dataset/noisy/000399.tif,ॐ
Dataset/clean/000400.tif,Dataset/noisy/000400.tif,।
Dataset/clean/000401.tif,Dataset/noisy/000401.tif,र्णय
Dataset/clean/000402.tif,Dataset/noisy/000402.tif,न
Dataset/clean/000403.tif,Dataset/noisy/000403.tif,मे
Dataset/clean/000404.tif,Dataset/noisy/000404.tif,तद्वै
Dataset/clean/000405.tif,Dataset/noisy/000405.tif,सत्यकाम
Dataset/clean/000406.tif,Dataset/noisy/000406.tif,मिति
